id	title	description	link	color	price	height	width	weight	image link	brand	gtin	mpn	product type	google product category	quantity	condition	currency	adwords_redirect	c:drlp	adwords_queryparam	adwords_labels	availability	created_date	custom_label_0	custom_label_1	custom_label_2	custom_label_3	custom_label_4	google_funded_promotion_eligibility
FS-2020-100	Embossed Foil Seals (1 1/4 x 2) - Gold 2020 Ribbon - Pack of 100	Embossed Foil Seals (1 1/4 x 2) - Gold 2020 Ribbon are the perfect accent to your awards, certificates, diplomas or envelopes. These classic gold seals are ribbon shaped and feature an embossed design with text that reads 2020. Each seal has a pressure sensitive backing for simple application. Paper certificate not included.	https://www.folders.com/blank-certificate-holders/embossed-foil-seals-gold-2020-ribbon?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=FS-2020	Gold	22.95	2.0 inches	1.2 inches	1.6 pounds	https://www.folders.com/images/products/detail/FS-2020.jpg?ts=10239123	Folders.com		FS-2020-100	Folder	Office Supplies > Filing & Organization > File Folders	100	new	USD	https://www.folders.com/blank-certificate-holders/embossed-foil-seals-gold-2020-ribbon	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fblank-certificate-holders%2Fembossed-foil-seals-gold-2020-ribbon	adtype={adtype}	Blank Certificate Holders,Certificates,1 1/4 x 2,Gold 2020 Ribbon,BID,remarketing	in stock	2020-01-13 17:09:47						
FS-300-100	Embossed Foil Seals (1 1/4 x 2) - Gold Award Ribbon - Pack of 100	Embossed Foil Seals (1 1/4 x 2) - Gold Award Ribbon are the perfect accent to your awards, certificates, diplomas or envelopes. These classic gold seals are ribbon shaped and feature an embossed design with text that reads Award. Each seal has a pressure sensitive backing for simple application. Paper certificate not included.	https://www.folders.com/blank-certificate-holders/embossed-foil-seals-gold-award-ribbon?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=FS-300	Gold	22.95	2.0 inches	1.2 inches	1.6 pounds	https://www.folders.com/images/products/detail/FS-300.jpg?ts=10239123	Folders.com		FS-300-100	Folder	Office Supplies > Filing & Organization > File Folders	100	new	USD	https://www.folders.com/blank-certificate-holders/embossed-foil-seals-gold-award-ribbon	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fblank-certificate-holders%2Fembossed-foil-seals-gold-award-ribbon	adtype={adtype}	Blank Certificate Holders,Certificates,1 1/4 x 2,Gold Award Ribbon,BID,remarketing	in stock	2019-03-12 16:52:54						
FS-301-100	Embossed Foil Seals (1 1/4 x 2) - Silver Award Ribbon - Pack of 100	Embossed Foil Seals (1 1/4 x 2) - Silver Award Ribbon are the perfect accent to your awards, certificates, diplomas or envelopes. These classic silver seals are ribbon shaped and feature an embossed design with text that reads Award. Each seal has a pressure sensitive backing for simple application. Paper certificate not included.	https://www.folders.com/blank-certificate-holders/embossed-foil-seals-silver-award-ribbon?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=FS-301	Silver	22.95	2.0 inches	1.2 inches	1.6 pounds	https://www.folders.com/images/products/detail/FS-301.jpg?ts=10239123	Folders.com		FS-301-100	Folder	Office Supplies > Filing & Organization > File Folders	100	new	USD	https://www.folders.com/blank-certificate-holders/embossed-foil-seals-silver-award-ribbon	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fblank-certificate-holders%2Fembossed-foil-seals-silver-award-ribbon	adtype={adtype}	Blank Certificate Holders,Certificates,1 1/4 x 2,Silver Award Ribbon,BID,remarketing	in stock	2019-03-12 16:52:54						
FS-302-100	Embossed Foil Seals (1 1/4 x 2) - Blue Award Ribbon - Pack of 100	Embossed Foil Seals (1 1/4 x 2) - Blue Award Ribbon are the perfect accent to your awards, certificates, diplomas or envelopes. These bold blue seals are ribbon shaped and feature an embossed design with text that reads Award. Each seal has a pressure sensitive backing for simple application. Paper certificate not included.	https://www.folders.com/blank-certificate-holders/embossed-foil-seals-blue-award-ribbon?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=FS-302	Blue	22.95	2.0 inches	1.2 inches	1.6 pounds	https://www.folders.com/images/products/detail/FS-302.jpg?ts=10239123	Folders.com		FS-302-100	Folder	Office Supplies > Filing & Organization > File Folders	100	new	USD	https://www.folders.com/blank-certificate-holders/embossed-foil-seals-blue-award-ribbon	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fblank-certificate-holders%2Fembossed-foil-seals-blue-award-ribbon	adtype={adtype}	Blank Certificate Holders,Certificates,1 1/4 x 2,Blue Award Ribbon,BID,remarketing	in stock	2019-03-12 16:52:54						
FS-303-100	Embossed Foil Seals (1 1/4 x 2) - Silver Blue Ribbon - Pack of 100	Embossed Foil Seals (1 1/4 x 2) - Silver Blue Ribbon are the perfect accent to your awards, certificates, diplomas or envelopes. These two-tone seals are ribbon shaped and feature an embossed design with text that reads Award. Each seal has a pressure sensitive backing for simple application. Paper certificate not included.	https://www.folders.com/blank-certificate-holders/embossed-foil-seals-silver-blue-ribbon?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=FS-303	Silver	22.95	2.0 inches	1.2 inches	1.6 pounds	https://www.folders.com/images/products/detail/FS-303.jpg?ts=10239123	Folders.com		FS-303-100	Folder	Office Supplies > Filing & Organization > File Folders	100	new	USD	https://www.folders.com/blank-certificate-holders/embossed-foil-seals-silver-blue-ribbon	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fblank-certificate-holders%2Fembossed-foil-seals-silver-blue-ribbon	adtype={adtype}	Blank Certificate Holders,Certificates,1 1/4 x 2,Silver Blue Ribbon,BID,remarketing	in stock	2019-03-12 16:52:54						
FS-305-100	Embossed Foil Seals (1 1/2) - Gold Academic Excellence - Pack of 100	Embossed Foil Seals (1 1/2) - Gold Academic Excellence are the perfect accent to your awards, certificates, diplomas or envelopes. These classic gold seals have a round shape and feature an embossed design with text that reads Academic Excellence. Each seal measures 1 1/2 inches round and has a pressure sensitive backing for simple application. Paper certificate not included.	https://www.folders.com/blank-certificate-holders/embossed-foil-seals-gold-academic-excellence?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=FS-305	Gold	22.95		1.5 inches	1.0 pounds	https://www.folders.com/images/products/detail/FS-305.jpg?ts=10239123	Folders.com		FS-305-100	Folder	Office Supplies > Filing & Organization > File Folders	100	new	USD	https://www.folders.com/blank-certificate-holders/embossed-foil-seals-gold-academic-excellence	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fblank-certificate-holders%2Fembossed-foil-seals-gold-academic-excellence	adtype={adtype}	Blank Certificate Holders,Certificates,1 1/2,Gold Academic Excellence,BID,remarketing	in stock	2019-03-12 16:52:54						
FS-306-100	Embossed Foil Seals (1 1/2) - Gold Congratulations - Pack of 100	Embossed Foil Seals (1 1/2) - Gold Congratulations are the perfect accent to your awards, certificates, diplomas or envelopes. These classic gold seals have a round shape and feature an embossed design with text that reads Congratulations. Each seal measures 1 1/2 inches round and has a pressure sensitive backing for simple application. Paper certificate not included.	https://www.folders.com/blank-certificate-holders/embossed-foil-seals-gold-congratulations?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=FS-306	Gold	22.95		1.5 inches	1.0 pounds	https://www.folders.com/images/products/detail/FS-306.jpg?ts=10239123	Folders.com		FS-306-100	Folder	Office Supplies > Filing & Organization > File Folders	100	new	USD	https://www.folders.com/blank-certificate-holders/embossed-foil-seals-gold-congratulations	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fblank-certificate-holders%2Fembossed-foil-seals-gold-congratulations	adtype={adtype}	Blank Certificate Holders,Certificates,1 1/2,Gold Congratulations,BID,remarketing	in stock	2019-03-12 16:52:54						
FS-307-100	Embossed Foil Seals (1 1/2) - Gold Graduate - Pack of 100	Embossed Foil Seals (1 1/2) - Gold Graduate are the perfect accent to your awards, certificates, diplomas or envelopes. These classic gold seals have a round shape and feature an embossed design with text that reads Graduate. Each seal measures 1 1/2 inches round and has a pressure sensitive backing for simple application. Paper certificate not included.	https://www.folders.com/blank-certificate-holders/embossed-foil-seals-gold-graduate?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=FS-307	Gold	22.95		1.5 inches	1.0 pounds	https://www.folders.com/images/products/detail/FS-307.jpg?ts=10239123	Folders.com		FS-307-100	Folder	Office Supplies > Filing & Organization > File Folders	100	new	USD	https://www.folders.com/blank-certificate-holders/embossed-foil-seals-gold-graduate	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fblank-certificate-holders%2Fembossed-foil-seals-gold-graduate	adtype={adtype}	Blank Certificate Holders,Certificates,1 1/2,Gold Graduate,BID,remarketing	in stock	2019-03-12 16:52:54						
FS-308-100	Embossed Foil Seals (1 1/2) - Gold Honors - Pack of 100	Embossed Foil Seals (1 1/2) - Gold Honors are the perfect accent to your awards, certificates, diplomas or envelopes. These classic gold seals have a round shape and feature an embossed design with text that reads Honors. Each seal measures 1 1/2 inches round and has a pressure sensitive backing for simple application. Paper certificate not included.	https://www.folders.com/blank-certificate-holders/embossed-foil-seals-gold-honors?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=FS-308	Gold	22.95		1.5 inches	1.0 pounds	https://www.folders.com/images/products/detail/FS-308.jpg?ts=10239123	Folders.com		FS-308-100	Folder	Office Supplies > Filing & Organization > File Folders	100	new	USD	https://www.folders.com/blank-certificate-holders/embossed-foil-seals-gold-honors	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fblank-certificate-holders%2Fembossed-foil-seals-gold-honors	adtype={adtype}	Blank Certificate Holders,Certificates,1 1/2,Gold Honors,BID,remarketing	in stock	2019-03-12 16:52:54						
FS-309-100	Embossed Foil Seals (1 1/2) - Gold Excellence - Pack of 100	Embossed Foil Seals (1 1/2) - Gold Excellence are the perfect accent to your awards, certificates, diplomas or envelopes. These classic gold seals have a round shape and feature an embossed design with text that reads Special Recognition of Excellence. Each seal measures 1 1/2 inches round and has a pressure sensitive backing for simple application. Paper certificate not included.	https://www.folders.com/blank-certificate-holders/embossed-foil-seals-gold-excellence?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=FS-309	Gold	22.95		1.5 inches	1.0 pounds	https://www.folders.com/images/products/detail/FS-309.jpg?ts=10239123	Folders.com		FS-309-100	Folder	Office Supplies > Filing & Organization > File Folders	100	new	USD	https://www.folders.com/blank-certificate-holders/embossed-foil-seals-gold-excellence	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fblank-certificate-holders%2Fembossed-foil-seals-gold-excellence	adtype={adtype}	Blank Certificate Holders,Certificates,1 1/2,Gold Excellence,BID,remarketing	in stock	2019-03-12 16:52:55						
FT-0822-250	File Tab Presentation Folder - Pack of 250	Presentation Folders with a Half File Tab design (9" x 11 3/4") are perfect for holding and organizing standard letter size 8 1/2" x 11" paper, documents, print media, brochures, stepped inserts and other professional uses. With a file tab along half the length of the folder, you can easily label and organize your folders. The two interior pockets measure 4" in height and the right pocket features card slits to securely hold and display standard size business cards (3 1/2" x 2"). Both pockets are also die-cut in a v-split style to prevent buckling when opening and closing the covers. The square corners of this standard size presentation folder were expertly die-cut for a clean, professional look. Available in a variety of colors, textures and cover stocks with many printing options.	https://www.folders.com/large-presentation-folders/file-tab-presentation-folder?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=FT-0822		531.95	11.8 inches	9.0 inches	0.0 pounds	https://www.folders.com/images/products/detail/FT-0822.jpg?ts=10239123	Folders.com	646223061642	FT-0822-250	Folder	Office Supplies > Filing & Organization > File Folders	250	new	USD	https://www.folders.com/large-presentation-folders/file-tab-presentation-folder	https%3A%2F%2Fwww%2Efolders%2Ecom%2Flarge-presentation-folders%2Ffile-tab-presentation-folder	adtype={adtype}	Large Presentation Folders,Folders,9" x 11.75",N/A,BID,remarketing	in stock	2017-05-24 16:59:10						
FT-130-250	File Tab Presentation Folder - Pack of 250	9 x 12 Presentation Folders with a File Tab design are perfect for organizing and holding standard letter size 8 1/2" x 11" paper, documents, print media, brochures, stepped inserts and other professional uses. With a file tab on the full length of the folder's right side, you can easily label and organize folders. This folder also contains two interior pockets measure 4" in height and feature card slits on the right pocket to securely hold and display standard size business cards (3 1/2" x 2"). Both pockets are also die-cut in a v-split style to prevent buckling when opening and closing the covers. The square corners of this standard size presentation folder were expertly die-cut for a clean, professional look. Available in a variety of colors, textures and cover stocks with many printing options.	https://www.folders.com/file-tab-folders/file-tab-presentation-folder?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=FT-130		673.95	12.0 inches	9.8 inches	0.0 pounds	https://www.folders.com/images/products/detail/FT-130.jpg?ts=10239123	Folders.com	646223061666	FT-130-250	Folder	Office Supplies > Filing & Organization > File Folders	250	new	USD	https://www.folders.com/file-tab-folders/file-tab-presentation-folder	https%3A%2F%2Fwww%2Efolders%2Ecom%2Ffile-tab-folders%2Ffile-tab-presentation-folder	adtype={adtype}	File Tab Folders,Folders,9.75" x 12",N/A,BID,remarketing	in stock	2017-05-24 16:59:10						
GEO45331-6	9 3/4 x 12 1/2 Certificate/Document Cover - Black Linen - Pack of 6	The perfect way to hold and frame precious documents and certificates. Premium 80-lb. linen textured cover stock with elegant gold-foil design adds a touch of elegance to any important paper. Easy to use?slip the full-size certificate into die cut to hold 8 x 11 certificates, or A4 and 8 x 10 photos and documents. Also great as photo holders, invitation folders, menus and more. Measures 12 1/2 x 9 3/4. Color(s): Black; Width: 12 1/2"; Height: 9 3/4"; Insert Size: Assorted.	https://www.folders.com/folders/9-3-4-x-12-1-2-certificate-document-cover-black-linen?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=GEO45331	Black	11.95	12.5 inches	9.8 inches	0.6 pounds	https://www.folders.com/images/products/detail/GEO45331.jpg?ts=10239123	Folders.com		GEO45331-6	Paper	Office Supplies > Filing & Organization > File Folders	6	new	USD	https://www.folders.com/folders/9-3-4-x-12-1-2-certificate-document-cover-black-linen	https%3A%2F%2Fwww%2Efolders%2Ecom%2Ffolders%2F9-3-4-x-12-1-2-certificate-document-cover-black-linen	adtype={adtype}	Folders,Paper,9 3/4 x 12 1/2,Black Linen,BID,remarketing	in stock	2016-05-20 09:51:36						
GEO45332-6	9 3/4 x 12 1/2 Certificate/Document Cover - Navy Linen - Blue - Pack of 6	The perfect way to hold and frame precious documents and certificates. Premium 80-lb. linen textured cover stock with elegant gold-foil design adds a touch of elegance to any important paper. Easy to use?slip the full-size certificate into die cut to hold 8 x 11 certificates, or A4 and 8 x 10 photos and documents. Also great as photo holders, invitation folders, menus and more. Measures 12 1/2 x 9 3/4. Color(s): Navy; Width: 12 1/2"; Height: 9 3/4"; Insert Size: Assorted. 	https://www.folders.com/folders/9-3-4-x-12-1-2-certificate-document-cover-navy-linen?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=GEO45332	Blue	11.95	12.5 inches	9.8 inches	0.6 pounds	https://www.folders.com/images/products/detail/GEO45332.jpg?ts=10239123	Folders.com		GEO45332-6	Paper	Office Supplies > Filing & Organization > File Folders	6	new	USD	https://www.folders.com/folders/9-3-4-x-12-1-2-certificate-document-cover-navy-linen	https%3A%2F%2Fwww%2Efolders%2Ecom%2Ffolders%2F9-3-4-x-12-1-2-certificate-document-cover-navy-linen	adtype={adtype}	Folders,Paper,9 3/4 x 12 1/2,Navy Linen,BID,remarketing	in stock	2016-05-20 09:51:36						
GEO45333-6	9 3/4 x 12 1/2 Certificate/Document Cover - Burgundy Linen - Red - Pack of 6	The perfect way to hold and frame precious documents and certificates. Premium 80-lb. linen textured cover stock with elegant gold-foil design adds a touch of elegance to any important paper. Easy to use?slip the full-size certificate into die cut to hold 8 x 11 certificates, or A4 and 8 x 10 photos and documents. Also great as photo holders, invitation folders, menus and more. Measures 12 1/2 x 9 3/4. Color(s): Burgundy; Width: 12 1/2"; Height: 9 3/4"; Insert Size: Assorted. 	https://www.folders.com/folders/9-3-4-x-12-1-2-certificate-document-cover-burgundy-linen?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=GEO45333	Red	11.95	12.5 inches	9.8 inches	0.6 pounds	https://www.folders.com/images/products/detail/GEO45333.jpg?ts=10239123	Folders.com		GEO45333-6	Paper	Office Supplies > Filing & Organization > File Folders	6	new	USD	https://www.folders.com/folders/9-3-4-x-12-1-2-certificate-document-cover-burgundy-linen	https%3A%2F%2Fwww%2Efolders%2Ecom%2Ffolders%2F9-3-4-x-12-1-2-certificate-document-cover-burgundy-linen	adtype={adtype}	Folders,Paper,9 3/4 x 12 1/2,Burgundy Linen,BID,remarketing	in stock	2016-05-20 09:51:37						
GEO47401-6	9 3/4 x 12 1/2 Certificate/Document Cover - Blue Metallic Linen - Pack of 6	The perfect way to hold and frame precious documents and certificates. Premium 80-lb. linen textured cover stock with elegant gold-foil design adds a touch of elegance to any important paper. Easy to use?slip the full-size certificate into die cut to hold 8 x 11 certificates, or A4 and 8 x 10 photos and documents. Also great as photo holders, invitation folders, menus and more. Measures 12 1/2 x 9 3/4. Color(s): Blue Metallic; Width: 12 1/2"; Height: 9 3/4"; Insert Size: Assorted.	https://www.folders.com/folders/9-3-4-x-12-1-2-certificate-document-cover-blue-metallic-linen?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=GEO47401	Blue	13.95	12.5 inches	9.8 inches	0.6 pounds	https://www.folders.com/images/products/detail/GEO47401.jpg?ts=10239123	Folders.com		GEO47401-6	Paper	Office Supplies > Filing & Organization > File Folders	6	new	USD	https://www.folders.com/folders/9-3-4-x-12-1-2-certificate-document-cover-blue-metallic-linen	https%3A%2F%2Fwww%2Efolders%2Ecom%2Ffolders%2F9-3-4-x-12-1-2-certificate-document-cover-blue-metallic-linen	adtype={adtype}	Folders,Paper,9 3/4 x 12 1/2,Blue Metallic Linen,BID,remarketing	in stock	2016-05-20 09:51:37						
JM-251-250	7 1/4 x 10 1/2 Jiffy Rigi Bag Mailers - Brown Kraft - Pack of 250	7 1/4" x 10 1/2" Jiffy Rigi Bag Mailers in Kraft are the best way to package and ship small, lightweight, or fragile items and supplies. They're crush resistant and made from laminated crafted cardboard perfect for preventing bending, folding, or creasing when shipping. This Mailer features a high strength, cohesive self seal flap. For packaging, simply insert your contents and fold over.  For an easy open, tear the strip. Available in quantities of 250 to 2,000.	https://www.folders.com/paperboard-mailers/7-1-4-x-10-1-2-jiffy-rigi-bag-mailers-brown-kraft?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=JM-251	Brown	170.95	10.5 inches	7.2 inches	35.0 pounds	https://www.folders.com/images/products/detail/JM-251.jpg?ts=10239123	Folders.com		JM-251-250	Mailer	Office Supplies > Filing & Organization > File Folders	250	new	USD	https://www.folders.com/paperboard-mailers/7-1-4-x-10-1-2-jiffy-rigi-bag-mailers-brown-kraft	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fpaperboard-mailers%2F7-1-4-x-10-1-2-jiffy-rigi-bag-mailers-brown-kraft	adtype={adtype}	Paperboard Mailers,Shipping & Packaging,7 1/4 x 10 1/2,Brown Kraft,BID,remarketing	in stock	2019-10-21 14:05:18						
JM-252-250	8 1/2 x 10 1/2 Jiffy Rigi Bag Mailers - Brown Kraft - Pack of 250	8 1/2" x 10 1/2" Jiffy Rigi Bag Mailers in Kraft are the best way to package and ship small, lightweight, or fragile items and supplies. They're crush resistant and made from laminated crafted cardboard perfect for preventing bending, folding, or creasing when shipping. This Mailer features a high strength, cohesive self seal flap. For packaging, simply insert your contents and fold over. For an easy open, tear the strip. Available in quantities of 250 to 2,000.	https://www.folders.com/paperboard-mailers/8-1-2-x-10-1-2-jiffy-rigi-bag-mailers-brown-kraft?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=JM-252	Brown	200.95	10.5 inches	8.5 inches	37.5 pounds	https://www.folders.com/images/products/detail/JM-252.jpg?ts=10239123	Folders.com		JM-252-250	Mailer	Office Supplies > Filing & Organization > File Folders	250	new	USD	https://www.folders.com/paperboard-mailers/8-1-2-x-10-1-2-jiffy-rigi-bag-mailers-brown-kraft	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fpaperboard-mailers%2F8-1-2-x-10-1-2-jiffy-rigi-bag-mailers-brown-kraft	adtype={adtype}	Paperboard Mailers,Shipping & Packaging,8 1/2 x 10 1/2,Brown Kraft,BID,remarketing	in stock	2019-10-21 14:05:18						
JM-253-200	8 1/2 x 13 Jiffy Rigi Bag Mailers - Brown Kraft - Pack of 200	8 1/2" x 13" Jiffy Rigi Bag Mailers in Kraft are the best way to package and ship small, lightweight, or fragile items and supplies. They're crush resistant and made from laminated crafted cardboard perfect for preventing bending, folding, or creasing when shipping. This Mailer features a high strength, cohesive self seal flap. For packaging, simply insert your contents and fold over. For an easy open, tear the strip. Available in quantities of 200 to 2,000.	https://www.folders.com/paperboard-mailers/8-1-2-x-13-jiffy-rigi-bag-mailers-brown-kraft?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=JM-253	Brown	181.95	13.0 inches	8.5 inches	36.6 pounds	https://www.folders.com/images/products/detail/JM-253.jpg?ts=10239123	Folders.com		JM-253-200	Mailer	Office Supplies > Filing & Organization > File Folders	200	new	USD	https://www.folders.com/paperboard-mailers/8-1-2-x-13-jiffy-rigi-bag-mailers-brown-kraft	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fpaperboard-mailers%2F8-1-2-x-13-jiffy-rigi-bag-mailers-brown-kraft	adtype={adtype}	Paperboard Mailers,Shipping & Packaging,8 1/2 x 13,Brown Kraft,BID,remarketing	in stock	2019-10-21 14:05:18						
JM-254-200	9 1/2 x 13 Jiffy Rigi Bag Mailers - Brown Kraft - Pack of 200	9 1/2" x 13" Jiffy Rigi Bag Mailers in Kraft are the best way to package and ship small, lightweight, or fragile items and supplies. They're crush resistant and made from laminated crafted cardboard perfect for preventing bending, folding, or creasing when shipping. This Mailer features a high strength, cohesive self seal flap. For packaging, simply insert your contents and fold over. For an easy open, tear the strip. Available in quantities of 200 to 2,000.	https://www.folders.com/paperboard-mailers/9-1-2-x-13-jiffy-rigi-bag-mailers-brown-kraft?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=JM-254	Brown	198.95	13.0 inches	9.5 inches	42.0 pounds	https://www.folders.com/images/products/detail/JM-254.jpg?ts=10239123	Folders.com		JM-254-200	Mailer	Office Supplies > Filing & Organization > File Folders	200	new	USD	https://www.folders.com/paperboard-mailers/9-1-2-x-13-jiffy-rigi-bag-mailers-brown-kraft	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fpaperboard-mailers%2F9-1-2-x-13-jiffy-rigi-bag-mailers-brown-kraft	adtype={adtype}	Paperboard Mailers,Shipping & Packaging,9 1/2 x 13,Brown Kraft,BID,remarketing	in stock	2019-10-21 14:05:18						
JM-255-150	10 1/2 x 14 Jiffy Rigi Bag Mailers - Brown Kraft - Pack of 150	10 1/2" x 14" Jiffy Rigi Bag Mailers in Kraft are the best way to package and ship small, lightweight, or fragile items and supplies. They're crush resistant and made from laminated crafted cardboard perfect for preventing bending, folding, or creasing when shipping. This Mailer features a high strength, cohesive self seal flap. For packaging, simply insert your contents and fold over. For an easy open, tear the strip. Available in quantities of 150 to 1,000.	https://www.folders.com/paperboard-mailers/10-1-2-x-14-jiffy-rigi-bag-mailers-brown-kraft?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=JM-255	Brown	186.95	14.0 inches	10.5 inches	36.0 pounds	https://www.folders.com/images/products/detail/JM-255.jpg?ts=10239123	Folders.com		JM-255-150	Mailer	Office Supplies > Filing & Organization > File Folders	150	new	USD	https://www.folders.com/paperboard-mailers/10-1-2-x-14-jiffy-rigi-bag-mailers-brown-kraft	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fpaperboard-mailers%2F10-1-2-x-14-jiffy-rigi-bag-mailers-brown-kraft	adtype={adtype}	Paperboard Mailers,Shipping & Packaging,10 1/2 x 14,Brown Kraft,BID,remarketing	in stock	2019-10-21 14:05:18						
JM-256-100	12 1/2 x 15 Jiffy Rigi Bag Mailers - Brown Kraft - Pack of 100	12 1/2" x 15" Jiffy Rigi Bag Mailers in Kraft are the best way to package and ship small, lightweight, or fragile items and supplies. They're crush resistant and made from laminated crafted cardboard perfect for preventing bending, folding, or creasing when shipping. This Mailer features a high strength, cohesive self seal flap. For packaging, simply insert your contents and fold over. For an easy open, tear the strip. Available in quantities of 100 to 1,000.	https://www.folders.com/paperboard-mailers/12-1-2-x-15-jiffy-rigi-bag-mailers-brown-kraft?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=JM-256	Brown	199.95	15.0 inches	12.5 inches	32.0 pounds	https://www.folders.com/images/products/detail/JM-256.jpg?ts=10239123	Folders.com		JM-256-100	Mailer	Office Supplies > Filing & Organization > File Folders	100	new	USD	https://www.folders.com/paperboard-mailers/12-1-2-x-15-jiffy-rigi-bag-mailers-brown-kraft	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fpaperboard-mailers%2F12-1-2-x-15-jiffy-rigi-bag-mailers-brown-kraft	adtype={adtype}	Paperboard Mailers,Shipping & Packaging,12 1/2 x 15,Brown Kraft,BID,remarketing	in stock	2019-10-21 14:05:18						
KCH-113-25	Hotel Key Card Holders (3 3/8 x 6) - Seafoam - Blue - Pack of 25	Hotel Key Card Holders in Seafoam are small pocket folders that measure 3 3/8" x 6" and are constructed to hold hotel key cards, gift cards or any standard size card. Available both printed and plain, in both large and small quantities, your company logo and branding will look perfect printed on the front, back or inside. Made from thick, durable 100lb. LUX Seafoam cover stock in a blue-green color with a luxurious, professional look and feel.	https://www.folders.com/blank-card-holders/hotel-key-card-holders-seafoam?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=KCH-113	Blue	6.95	6.0 inches	3.4 inches	0.5 pounds	https://www.folders.com/images/products/detail/KCH-113.jpg?ts=10239123	Folders.com		KCH-113-25	Folder	Office Supplies > Filing & Organization > File Folders	25	new	USD	https://www.folders.com/blank-card-holders/hotel-key-card-holders-seafoam	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fblank-card-holders%2Fhotel-key-card-holders-seafoam	adtype={adtype}	Blank Card Holders,Folders,3 3/8 x 6,Seafoam,BID,remarketing	in stock	2018-03-20 16:39:06						
KCH-114-25	Hotel Key Card Holders (3 3/8 x 6) - Blush - Pink - Pack of 25	Hotel Key Card Holders in Blush are small pocket folders that measure 3 3/8" x 6" and are constructed to hold hotel key cards, gift cards or any standard size card. Available both printed and plain, in both large and small quantities, your company logo and branding will look perfect printed on the front, back or inside. Made from thick, durable 100lb. LUX Blush cover stock in a light pink color with a luxurious, professional look and feel.	https://www.folders.com/blank-card-holders/hotel-key-card-holders-blush?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=KCH-114	Pink	6.95	6.0 inches	3.4 inches	0.5 pounds	https://www.folders.com/images/products/detail/KCH-114.jpg?ts=10239123	Folders.com		KCH-114-25	Folder	Office Supplies > Filing & Organization > File Folders	25	new	USD	https://www.folders.com/blank-card-holders/hotel-key-card-holders-blush	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fblank-card-holders%2Fhotel-key-card-holders-blush	adtype={adtype}	Blank Card Holders,Folders,3 3/8 x 6,Blush,BID,remarketing	in stock	2018-03-20 16:39:14						
