id	title	description	link	color	price	height	width	weight	image link	brand	gtin	mpn	product type	google product category	quantity	condition	currency	adwords_redirect	c:drlp	adwords_queryparam	adwords_labels	availability	created_date	custom_label_0	custom_label_1	custom_label_2	custom_label_3	custom_label_4	google_funded_promotion_eligibility
76104-50	15 x 20 Jumbo Envelopes - 28lb. Brown Kraft - Pack of 50	Use this to send flat, bulky materials or multiple small items like coins, catalogs and jumbo cards. Flap is on the short side, helping to keep things from falling out after opening. Also called a "catalog" envelope, it actually comes in 39 sizes from tiny to huge, in white, traditional kraft, and array of colors for special impact. Available with ungummed flap, some with self-stick Peel & Seal. Also see our Open Side collection.	https://www.folders.com/open-end/15-x-20-jumbo-envelopes-28lb-brown-kraft?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=76104	Brown	84.95	20.0 inches	15.0 inches	5.5 pounds	https://www.folders.com/images/products/detail/76104.jpg?ts=10239123	Folders.com	848614016068	76104-50	Envelope	Office Supplies > Filing & Organization > File Folders	50	new	USD	https://www.folders.com/open-end/15-x-20-jumbo-envelopes-28lb-brown-kraft	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fopen-end%2F15-x-20-jumbo-envelopes-28lb-brown-kraft	adtype={adtype}	Open End,Business Envelopes,15 x 20,28lb. Brown Kraft,BID,remarketing	in stock	2007-07-01 00:00:00						
77137-50	22 x 27 Jumbo Envelopes - 28lb. Bright White - Pack of 50	Use this to send flat, bulky materials or multiple small items like coins, catalogs and jumbo cards. Flap is on the short side, helping to keep things from falling out after opening. Also called a "catalog" envelope, it actually comes in 39 sizes from tiny to huge, in white, traditional kraft, and array of colors for special impact. Available with moistenable flap, some with self-stick Peel & Seal. Also see our Open Side collection.	https://www.folders.com/open-end/22-x-27-jumbo-envelopes-28lb-bright-white?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=77137	White	53.98	27.0 inches	22.0 inches	10.5 pounds	https://www.folders.com/images/products/detail/77137.jpg?ts=10239123	Folders.com	848614016518	77137-50	Envelope	Office Supplies > Filing & Organization > File Folders	50	new	USD	https://www.folders.com/open-end/22-x-27-jumbo-envelopes-28lb-bright-white	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fopen-end%2F22-x-27-jumbo-envelopes-28lb-bright-white	adtype={adtype}	Open End,Business Envelopes,22 x 27,28lb. Bright White,BID,remarketing	in stock	2007-07-01 00:00:00						
77771-100	8 1/2 x 13 3/4 AirJacket Mailers - White Bubble - Pack of 100	A bubble-wrap lining protects sensitive objects like CD's, DVD's, books, jewelry and pharmaceuticals. Durable polypropylene plastic exterior resists moisture. A bottom fold and strong side heat seals provide superior bursting strength. Strong, tamper-evident Peel & Seal in 10 sizes.	https://www.folders.com/bubble-lined/8-1-2-x-13-3-4-airjacket-mailers-white-bubble?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=77771	White	59.95	13.8 inches	8.5 inches	6.5 pounds	https://www.folders.com/images/products/detail/77771.jpg?ts=10239123	Folders.com	646223027600	77771-100	Mailer	Office Supplies > Filing & Organization > File Folders	100	new	USD	https://www.folders.com/bubble-lined/8-1-2-x-13-3-4-airjacket-mailers-white-bubble	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fbubble-lined%2F8-1-2-x-13-3-4-airjacket-mailers-white-bubble	adtype={adtype}	Bubble Lined,Shipping & Packaging,8 1/2" x 14 1/2",White Bubble,BID,remarketing	in stock	2007-07-01 00:00:00						
78060-10	17 x 22 Jumbo Envelopes - 28lb. Bright White - Pack of 10	Use this to send flat, bulky materials or multiple small items like coins, catalogs and jumbo cards. Flap is on the short side, helping to keep things from falling out after opening. Also called a "catalog" envelope, it actually comes in 39 sizes from tiny to huge, in white, traditional kraft, and array of colors for special impact. Available with moistenable flap, some with self-stick Peel & Seal. Also see our Open Side collection.	https://www.folders.com/open-end/17-x-22-jumbo-envelopes-28lb-bright-white?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=78060	White	24.98	22.0 inches	17.0 inches	1.4 pounds	https://www.folders.com/images/products/detail/78060.jpg?ts=10239123	Folders.com		78060-10	Envelope	Office Supplies > Filing & Organization > File Folders	10	new	USD	https://www.folders.com/open-end/17-x-22-jumbo-envelopes-28lb-bright-white	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fopen-end%2F17-x-22-jumbo-envelopes-28lb-bright-white	adtype={adtype}	Open End,Business Envelopes,17 x 22,28lb. Bright White,BID,remarketing	in stock	2007-07-01 00:00:00						
78642-50	18 x 23 Jumbo Envelopes - 28lb. Brown Kraft - Pack of 50	Use this to send flat, bulky materials or multiple small items like coins, catalogs and jumbo cards. Flap is on the short side, helping to keep things from falling out after opening. Also called a "catalog" envelope, it actually comes in 39 sizes from tiny to huge, in white, traditional kraft, and array of colors for special impact. Available with moistenable flap, some with self-stick Peel & Seal. Also see our Open Side collection.	https://www.folders.com/open-end/18-x-23-jumbo-envelopes-28lb-brown-kraft?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=78642	Brown	113.95	23.0 inches	18.0 inches	7.5 pounds	https://www.folders.com/images/products/detail/78642.jpg?ts=10239123	Folders.com	848614016303	78642-50	Envelope	Office Supplies > Filing & Organization > File Folders	50	new	USD	https://www.folders.com/open-end/18-x-23-jumbo-envelopes-28lb-brown-kraft	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fopen-end%2F18-x-23-jumbo-envelopes-28lb-brown-kraft	adtype={adtype}	Open End,Business Envelopes,18 x 23,28lb. Brown Kraft,BID,remarketing	in stock	2007-07-01 00:00:00						
78650-50	15 x 20 Jumbo Envelopes - 28lb. Bright White - Pack of 50	Use this to send flat, bulky materials or multiple small items like coins, catalogs and jumbo cards. Flap is on the short side, helping to keep things from falling out after opening. Also called a "catalog" envelope, it actually comes in 39 sizes from tiny to huge, in white, traditional kraft, and array of colors for special impact. Available with moistenable flap, some with self-stick Peel & Seal. Also see our Open Side collection.	https://www.folders.com/open-end/15-x-20-jumbo-envelopes-28lb-bright-white?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=78650	White	99.95	20.0 inches	15.0 inches	5.5 pounds	https://www.folders.com/images/products/detail/78650.jpg?ts=10239123	Folders.com	848614016099	78650-50	Envelope	Office Supplies > Filing & Organization > File Folders	50	new	USD	https://www.folders.com/open-end/15-x-20-jumbo-envelopes-28lb-bright-white	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fopen-end%2F15-x-20-jumbo-envelopes-28lb-bright-white	adtype={adtype}	Open End,Business Envelopes,15 x 20,28lb. Bright White,BID,remarketing	in stock	2007-07-01 00:00:00						
79152-50	16 x 20 Jumbo Envelopes - 28lb. Bright White - Pack of 50	Use this to send flat, bulky materials or multiple small items like coins, catalogs and jumbo cards. Flap is on the short side, helping to keep things from falling out after opening. Also called a "catalog" envelope, it actually comes in 39 sizes from tiny to huge, in white, traditional kraft, and array of colors for special impact. Available with moistenable flap, some with self-stick Peel & Seal. Also see our Open Side collection.	https://www.folders.com/open-end/16-x-20-jumbo-envelopes-28lb-bright-white?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=79152	White	109.95	20.0 inches	16.0 inches	5.9 pounds	https://www.folders.com/images/products/detail/79152.jpg?ts=10239123	Folders.com	848614016181	79152-50	Envelope	Office Supplies > Filing & Organization > File Folders	50	new	USD	https://www.folders.com/open-end/16-x-20-jumbo-envelopes-28lb-bright-white	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fopen-end%2F16-x-20-jumbo-envelopes-28lb-bright-white	adtype={adtype}	Open End,Business Envelopes,16 x 20,28lb. Bright White,BID,remarketing	in stock	2007-07-01 00:00:00						
81211-C-BRIGHTS-1	8 1/2 x 11 Cardstock - Brights Pack of 100 - Bright Variety Assorted - Pack of 1	8 1/2 x 11 Cardstock Brights Variety Pack in 100lb. cover comes in five different deeply vibrant LUXPaper colors. This LUXPaper variety pack offers Mandarin, Sunflower, Wasabi, Ruby Red, Wisteria, Pool, Magenta, Tangerine, Citrus, and Limelight. The weight and durability of this cardstock make it perfect for crafting, invitations, scrapbooking, business cards, mixed media application and various artistic purposes. This cardstock is also ideal for scoring and folding or cutting down to custom sizes for brochures, menus, inventory cards, photo mattes and direct mail. Available plain or custom printed for branding and creative uses, in quantities starting at 1 to 10.	https://www.folders.com/cardstock/8-1-2-x-11-cardstock-brights-pack-of-100-bright-variety-assorted?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=81211-C-BRIGHTS	Assorted	14.95	11.0 inches	8.5 inches	1.7 pounds	https://www.folders.com/images/products/detail/81211-C-BRIGHTS.jpg?ts=10239123	Folders.com		81211-C-BRIGHTS-1	Paper	Office Supplies > Filing & Organization > File Folders	1	new	USD	https://www.folders.com/cardstock/8-1-2-x-11-cardstock-brights-pack-of-100-bright-variety-assorted	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fcardstock%2F8-1-2-x-11-cardstock-brights-pack-of-100-bright-variety-assorted	adtype={adtype}	Cardstock,Paper,8 1/2 x 11,Bright Variety Assorted,BID,remarketing	in stock	2019-11-14 14:27:20						
81211-C-HOLIDAY-1	8 1/2 x 11 Cardstock - Holiday Pack of 100 - Holiday Variety Assorted - Pack of 1	8 1/2 x 11 Cardstock Holiday Variety Pack in 100lb. and 105lb. cover offers ten different LUXPaper colors perfect for the the holiday season! This LUXPaper variety pack offers Gold Metallic, Ruby Red, Holiday Green, Silver Metallic, Champagne, Jupiter Metallic, Crystal Metallic, Green Linen, Nautical Blue Linen, and Garnet. The weight and durability of this cardstock make it perfect for crafting, invitations, scrapbooking, business cards, mixed media application and various artistic purposes. This cardstock is also ideal for scoring and folding or cutting down to custom sizes for brochures, menus, inventory cards, photo mattes and direct mail. Available plain or custom printed for branding and creative uses, in quantities starting at 1 to 10.	https://www.folders.com/cardstock/8-1-2-x-11-cardstock-holiday-pack-of-100-holiday-variety-assorted?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=81211-C-HOLIDAY	Assorted	18.95	11.0 inches	8.5 inches	1.7 pounds	https://www.folders.com/images/products/detail/81211-C-HOLIDAY.jpg?ts=10239123	Folders.com		81211-C-HOLIDAY-1	Paper	Office Supplies > Filing & Organization > File Folders	1	new	USD	https://www.folders.com/cardstock/8-1-2-x-11-cardstock-holiday-pack-of-100-holiday-variety-assorted	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fcardstock%2F8-1-2-x-11-cardstock-holiday-pack-of-100-holiday-variety-assorted	adtype={adtype}	Cardstock,Paper,8 1/2 x 11,Holiday Variety Assorted,BID,remarketing	in stock	2019-11-14 14:27:20						
81211-C-METALLICS-1	8 1/2 x 11 Cardstock - Metallics Pack of 100 - Metallics Variety Assorted - Pack of 1	8 1/2 x 11 Cardstock Metallics Variety Pack in 105lb. cover comes in five different popular LUXPaper colors with a shimmery finish. This LUXPaper variety pack offers Crystal Metallic, Quartz Metallic, Taupe Metallic, Blonde Metallic, and Gold Metallic. The weight and durability of this cardstock make it perfect for crafting, invitations, scrapbooking, business cards, mixed media application and various artistic purposes. This cardstock is also ideal for scoring and folding or cutting down to custom sizes for brochures, menus, inventory cards, photo mattes and direct mail. Available plain or custom printed for branding and creative uses, in quantities starting at 1 to 10.	https://www.folders.com/cardstock/8-1-2-x-11-cardstock-metallics-pack-of-100-metallics-variety-assorted?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=81211-C-METALLICS	Assorted	20.95	11.0 inches	8.5 inches	1.7 pounds	https://www.folders.com/images/products/detail/81211-C-METALLICS.jpg?ts=10239123	Folders.com		81211-C-METALLICS-1	Paper	Office Supplies > Filing & Organization > File Folders	1	new	USD	https://www.folders.com/cardstock/8-1-2-x-11-cardstock-metallics-pack-of-100-metallics-variety-assorted	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fcardstock%2F8-1-2-x-11-cardstock-metallics-pack-of-100-metallics-variety-assorted	adtype={adtype}	Cardstock,Paper,8 1/2 x 11,Metallics Variety Assorted,BID,remarketing	in stock	2019-11-14 14:27:20						
81211-C-STPATRICKS-1	8 1/2 x 11 Cardstock - St. Patrick's Day Pack of 100 - St. Patricks Variety Assorted - Pack of 1	8 1/2 x 11 Cardstock St. Patricks Day Variety Pack in 65lb, 80lb, 100lb, 105lb, and 107lb cover comes in ten different popular LUXPaper colors and textures. This LUXPaper Variety pack offers Fairway Metallic, Blonde Metallic, Gold Metallic, Green Linen, Wasbi, Quartz Metallic, Holiday Green, Limelight, Avocado, and Goldenrod. The weight and durability of this cardstock make it perfect for crafting, invitations, scrapbooking, business cards, mixed media application and various artistic purposes. This cardstock is also ideal for scoring and folding or cutting down to custom sizes for brochures, menus, inventory cards, photo mattes and direct mail. Available plain in quantities starting at 1 to 10.	https://www.folders.com/cardstock/8-1-2-x-11-cardstock-st-patricks-day-pack-of-100-st-patricks-variety-assorted?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=81211-C-STPATRICKS	Assorted	15.95	11.0 inches	8.5 inches	1.8 pounds	https://www.folders.com/images/products/detail/81211-C-STPATRICKS.jpg?ts=10239123	Folders.com		81211-C-STPATRICKS-1	Paper	Office Supplies > Filing & Organization > File Folders	1	new	USD	https://www.folders.com/cardstock/8-1-2-x-11-cardstock-st-patricks-day-pack-of-100-st-patricks-variety-assorted	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fcardstock%2F8-1-2-x-11-cardstock-st-patricks-day-pack-of-100-st-patricks-variety-assorted	adtype={adtype}	Cardstock,Paper,8 1/2 x 11,St. Patricks Variety Assorted,BID,remarketing	in stock	2020-01-23 16:18:25						
81211-C-UNICORN-1	8 1/2 x 11 Cardstock - Unicorn Pack of 100 - Unicorn Variety Assorted - Pack of 1	8 1/2 x 11 Cardstock Unicorn Variety Pack in 105lb. and 111lb. cover comes in five different LUXPaper colors with a shimmery finish. This LUXPaper variety pack offers Coral Metallic, Misty Rose Metallic, Vista Metallic, Azalea Metallic, and Lagoon Metallic. The weight and durability of this cardstock make it perfect for crafting, invitations, scrapbooking, business cards, mixed media application and various artistic purposes. This cardstock is also ideal for scoring and folding or cutting down to custom sizes for brochures, menus, inventory cards, photo mattes and direct mail. Available plain or custom printed for branding and creative uses, in quantities starting at 1 to 10.	https://www.folders.com/cardstock/8-1-2-x-11-cardstock-unicorn-pack-of-100-unicorn-variety-assorted?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=81211-C-UNICORN	Assorted	24.95	11.0 inches	8.5 inches	1.7 pounds	https://www.folders.com/images/products/detail/81211-C-UNICORN.jpg?ts=10239123	Folders.com		81211-C-UNICORN-1	Paper	Office Supplies > Filing & Organization > File Folders	1	new	USD	https://www.folders.com/cardstock/8-1-2-x-11-cardstock-unicorn-pack-of-100-unicorn-variety-assorted	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fcardstock%2F8-1-2-x-11-cardstock-unicorn-pack-of-100-unicorn-variety-assorted	adtype={adtype}	Cardstock,Paper,8 1/2 x 11,Unicorn Variety Assorted,BID,remarketing	in stock	2019-11-14 14:27:20						
81211-C-VALENTINES-1	8 1/2 x 11 Cardstock - Valentines Day Pack of 100 - Valentines Variety Assorted - Pack of 1	8 1/2 x 11 Cardstock Valentines Day Pack comes in 16pt, 100lb. and 105lb. and 111lb. cover. This LUXPaper variety pack comes in a 100 - pack of ten different popular LUXPaper colors, including Candy Pink, Misty Rose Metallic, Azalea Metallic, Blush, Rose Quartz Metallic, Jupiter Metallic, Ruby Red, Garnet, Mars Metallic, and Holiday Red Sparkle. The weight and durability of this cardstock make it perfect for crafting, invitations, scrapbooking, business cards, mixed media application and various artistic purposes. This cardstock is also ideal for scoring and folding or cutting down to custom sizes for brochures, menus, inventory cards, photo mattes and direct mail. Available plain or custom printed for branding and creative uses, in quantities starting at 1 to 10.	https://www.folders.com/cardstock/8-1-2-x-11-cardstock-valentines-day-pack-of-100-valentines-variety-assorted?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=81211-C-VALENTINES	Assorted	21.95	11.0 inches	8.5 inches	1.8 pounds	https://www.folders.com/images/products/detail/81211-C-VALENTINES.jpg?ts=10239123	Folders.com		81211-C-VALENTINES-1	Paper	Office Supplies > Filing & Organization > File Folders	1	new	USD	https://www.folders.com/cardstock/8-1-2-x-11-cardstock-valentines-day-pack-of-100-valentines-variety-assorted	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fcardstock%2F8-1-2-x-11-cardstock-valentines-day-pack-of-100-valentines-variety-assorted	adtype={adtype}	Cardstock,Paper,8 1/2 x 11,Valentines Variety Assorted,BID,remarketing	in stock	2020-01-23 16:18:25						
81211-C-VARIETY-1	8 1/2 x 11 Cardstock - Variety Pack of 100 - Cardstock Variety Assorted - Pack of 1	8 1/2 x 11 Cardstock Variety Pack comes in 65lb, 100lb. and 105lb. cover. This LUXPaper variety pack comes in a 100 - pack of ten different popular LUXPaper colors, including Navy, Gold Metallic, Silver Metallic, Grocery Bag, Ruby Red, Midnight Black, Holiday Green, Lemonade, Baby Blue, and Candy Pink. The weight and durability of this cardstock make it perfect for crafting, invitations, scrapbooking, business cards, mixed media application and various artistic purposes. This cardstock is also ideal for scoring and folding or cutting down to custom sizes for brochures, menus, inventory cards, photo mattes and direct mail. Available plain or custom printed for branding and creative uses, in quantities starting at 1 to 10.	https://www.folders.com/cardstock/8-1-2-x-11-cardstock-variety-pack-of-100-cardstock-variety-assorted?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=81211-C-VARIETY	Assorted	14.95	11.0 inches	8.5 inches	1.8 pounds	https://www.folders.com/images/products/detail/81211-C-VARIETY.jpg?ts=10239123	Folders.com		81211-C-VARIETY-1	Paper	Office Supplies > Filing & Organization > File Folders	1	new	USD	https://www.folders.com/cardstock/8-1-2-x-11-cardstock-variety-pack-of-100-cardstock-variety-assorted	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fcardstock%2F8-1-2-x-11-cardstock-variety-pack-of-100-cardstock-variety-assorted	adtype={adtype}	Cardstock,Paper,8 1/2 x 11,Cardstock Variety Assorted,BID,remarketing	in stock	2019-11-13 15:45:52						
81211-P-RESUME-1	8 1/2 x 11 Paper - Resume Pack of 100 - Resume Variety Assorted - Pack of 1	8 1/2 x 11 Paper Resume Pack in 80lb. text comes in a 100 pack of four different popular LUXPaper colors and textures. This LUXPaper Variety pack offers Bright White 100% Cotton, White Linen, Natural White 100% Cotton, and Natural Linen. Durable and multipurpose, this paper can be used for printing, copying, crafting, and various business needs and artistic applications. Available plain in quantities starting at 1 to 10.	https://www.folders.com/paper/8-1-2-x-11-paper-resume-pack-of-100-resume-variety-assorted?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=81211-P-RESUME	Assorted	13.95	11.0 inches	8.5 inches	1.8 pounds	https://www.folders.com/images/products/detail/81211-P-RESUME.jpg?ts=10239123	Folders.com		81211-P-RESUME-1	Paper	Office Supplies > Filing & Organization > File Folders	1	new	USD	https://www.folders.com/paper/8-1-2-x-11-paper-resume-pack-of-100-resume-variety-assorted	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fpaper%2F8-1-2-x-11-paper-resume-pack-of-100-resume-variety-assorted	adtype={adtype}	Paper,Paper,8 1/2 x 11,Resume Variety Assorted,BID,remarketing	in stock	2020-01-23 16:18:25						
81211-P-StPatricks-1	8 1/2 x 11 Paper - St. Patrick's Day Pack of 100 - St. Patricks Variety Assorted - Pack of 1	8 1/2 x 11 Paper St. Patricks Day Variety Pack in 60lb. 70lb. and 80lb. paper comes in ten different popular LUXPaper colors and textures. This LUXPaper Variety pack offers Fairway Metallic, Blonde Metallic, Gold Metallic, Green Linen, Wasbi, Quartz Metallic, Holiday Green, Limelight, Avocado, and Goldenrod. Durable and multipurpose, this paper can be used for printing, copying, crafting, and various business needs and artistic applications. Available plain in quantities starting at 1 to 10.	https://www.folders.com/paper/8-1-2-x-11-paper-st-patricks-day-pack-of-100-st-patricks-variety-assorted?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=81211-P-StPatricks	Assorted	14.95	11.0 inches	8.5 inches	1.8 pounds	https://www.folders.com/images/products/detail/81211-P-StPatricks.jpg?ts=10239123	Folders.com		81211-P-StPatricks-1	Paper	Office Supplies > Filing & Organization > File Folders	1	new	USD	https://www.folders.com/paper/8-1-2-x-11-paper-st-patricks-day-pack-of-100-st-patricks-variety-assorted	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fpaper%2F8-1-2-x-11-paper-st-patricks-day-pack-of-100-st-patricks-variety-assorted	adtype={adtype}	Paper,Paper,8 1/2 x 11,St. Patricks Variety Assorted,BID,remarketing	in stock	2020-02-20 10:23:29						
81211-P-VALENTINES-1	8 1/2 x 11 Paper - Valentines Day Pack of 100 - Valentines Variety Assorted - Pack of 1	8 1/2 x 11 Paper Valentine's Day Variety Pack in 70lb and 80lb. text comes in ten different popular LUXPaper colors and textures. This LUXPaper Valentine's Day Variety pack offers Candy Pink, Misty Rose Metallic, Azalea Metallic, Blush, Rose Quartz Metallic, Jupiter Metallic, Ruby Red, Garnet, Mars Metallic, and Holiday Red Sparkle. Durable and multipurpose, this paper can be used for printing, copying, crafting, and various business needs and artistic applications. Available plain in quantities starting at 1 to 10.	https://www.folders.com/paper/8-1-2-x-11-paper-valentines-day-pack-of-100-valentines-variety-assorted?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=81211-P-VALENTINES	Assorted	14.95	11.0 inches	8.5 inches	1.8 pounds	https://www.folders.com/images/products/detail/81211-P-VALENTINES.jpg?ts=10239123	Folders.com		81211-P-VALENTINES-1	Paper	Office Supplies > Filing & Organization > File Folders	1	new	USD	https://www.folders.com/paper/8-1-2-x-11-paper-valentines-day-pack-of-100-valentines-variety-assorted	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fpaper%2F8-1-2-x-11-paper-valentines-day-pack-of-100-valentines-variety-assorted	adtype={adtype}	Paper,Paper,8 1/2 x 11,Valentines Variety Assorted,BID,remarketing	in stock	2020-01-30 10:36:26						
81211-P-VARIETY-1	8 1/2 x 11 Paper - Variety Pack of 100 - Paper Variety Assorted  - Pack of 1	8 1/2 x 11 Paper Variety Pack in 70lb and 80lb. text comes in ten different popular LUXPaper colors and textures. This LUXPaper Variety pack offers Grocery Bag, Ruby Red, Navy, Holiday Green, Baby Blue, Midnight Black, Silver Metallic, Gold Metallic, Lemonade, and Candy Pink. Durable and multipurpose, this paper can be used for printing, copying, crafting, and various business needs and artistic applications. Available plain in quantities starting at 1 to 10.	https://www.folders.com/paper/8-1-2-x-11-paper-variety-pack-of-100-paper-variety-assorted?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=81211-P-VARIETY	Assorted	9.95	11.0 inches	8.5 inches	1.8 pounds	https://www.folders.com/images/products/detail/81211-P-VARIETY.jpg?ts=10239123	Folders.com		81211-P-VARIETY-1	Paper	Office Supplies > Filing & Organization > File Folders	1	new	USD	https://www.folders.com/paper/8-1-2-x-11-paper-variety-pack-of-100-paper-variety-assorted	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fpaper%2F8-1-2-x-11-paper-variety-pack-of-100-paper-variety-assorted	adtype={adtype}	Paper,Paper,8 1/2 x 11,Paper Variety Assorted ,BID,remarketing	in stock	2020-01-30 10:36:26						
81608-50	18 x 23 Jumbo Envelopes - Gray Kraft - Pack of 50	Use this to send flat, bulky materials or multiple small items like coins, catalogs and jumbo cards. Flap is on the short side, helping to keep things from falling out after opening. Also called a "catalog" envelope, it actually comes in 39 sizes from tiny to huge, in white, traditional kraft, and array of colors for special impact. Available with moistenable flap, some with self-stick Peel & Seal. Also see our Open Side collection.	https://www.folders.com/open-end/18-x-23-jumbo-envelopes-gray-kraft?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=81608	Gray	121.95	23.0 inches	18.0 inches	7.5 pounds	https://www.folders.com/images/products/detail/81608.jpg?ts=10239123	Folders.com	848614016334	81608-50	Envelope	Office Supplies > Filing & Organization > File Folders	50	new	USD	https://www.folders.com/open-end/18-x-23-jumbo-envelopes-gray-kraft	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fopen-end%2F18-x-23-jumbo-envelopes-gray-kraft	adtype={adtype}	Open End,Business Envelopes,18 x 23,Gray Kraft,BID,remarketing	in stock	2007-07-01 00:00:00						
82964-10	18 x 23 Jumbo Envelopes - 28lb. Bright White - Pack of 10	Use this to send flat, bulky materials or multiple small items like coins, catalogs and jumbo cards. Flap is on the short side, helping to keep things from falling out after opening. Also called a "catalog" envelope, it actually comes in 39 sizes from tiny to huge, in white, traditional kraft, and array of colors for special impact. Available with moistenable flap, some with self-stick Peel & Seal. Also see our Open Side collection.	https://www.folders.com/open-end/18-x-23-jumbo-envelopes-28lb-bright-white?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=82964	White	14.95	23.0 inches	18.0 inches	1.5 pounds	https://www.folders.com/images/products/detail/82964.jpg?ts=10239123	Folders.com		82964-10	Envelope	Office Supplies > Filing & Organization > File Folders	10	new	USD	https://www.folders.com/open-end/18-x-23-jumbo-envelopes-28lb-bright-white	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fopen-end%2F18-x-23-jumbo-envelopes-28lb-bright-white	adtype={adtype}	Open End,Business Envelopes,18 x 23,28lb. Bright White,BID,remarketing	in stock	2007-07-01 00:00:00						
84477W-250	9 1/2 x 12 1/2 Paperboard Mailer w/Pouch Envelopes - White Paperboard - Pack of 250	Stiff paperboard envelopes, made especially for mailing photos, documents, books, calendars, CDs and other articles that should not be bent. All sizes have a peel and seal pressure-sensitive closure, and pull-strip for easy opening, like overnight express envelopes have. Made from recycled fiberboard having 95% post-consumer content. Has a pouch to attach shipping documents.	https://www.folders.com/paperboard-mailers/9-1-2-x-12-1-2-paperboard-mailer-w-pouch-envelopes-white-paperboard?utm_source=gbase&utm_medium=cpc&utm_campaign=gbase&CS_003=2521211&CS_010=84477W	White	117.95	12.5 inches	9.5 inches	27.0 pounds	https://www.folders.com/images/products/detail/84477W.jpg?ts=10239123	Folders.com	848614022441	84477W-250	Mailer	Office Supplies > Filing & Organization > File Folders	250	new	USD	https://www.folders.com/paperboard-mailers/9-1-2-x-12-1-2-paperboard-mailer-w-pouch-envelopes-white-paperboard	https%3A%2F%2Fwww%2Efolders%2Ecom%2Fpaperboard-mailers%2F9-1-2-x-12-1-2-paperboard-mailer-w-pouch-envelopes-white-paperboard	adtype={adtype}	Paperboard Mailers,Shipping & Packaging,9 1/2 x 12 1/2,White Paperboard,BID,remarketing	in stock	2007-07-01 00:00:00						
